id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1613457116710449153,1613457116710449153,2023-01-12 08:45:27 UTC,2023-01-12,08:45:27,+0000,1331274208475820037,hitechgurus,Hitech Guru,,#Policeidentify Toronto man allegedly stabbed to death by teen girls   https://t.co/qY57YRozNy #Toronto #TOpoli #Crime #security #Police #cops #Investigation #Murder #Manslaughter #homicide #stabbing #Teengirls #Teenagers #Teens #girls #TTC #assault #Minors #Canada,en,[],['https://www.bbc.com/news/world-us-canada-64239686'],[],0,0,0,"['policeidentify', 'toronto', 'topoli', 'crime', 'security', 'police', 'cops', 'investigation', 'murder', 'manslaughter', 'homicide', 'stabbing', 'teengirls', 'teenagers', 'teens', 'girls', 'ttc', 'assault', 'minors', 'canada']",[],https://twitter.com/HitechguruS/status/1613457116710449153,False,,0,,,,,,,,[],,,,
1613456668083224576,1613456668083224576,2023-01-12 08:43:40 UTC,2023-01-12,08:43:40,+0000,1331274208475820037,hitechgurus,Hitech Guru,,Canada girls assaulted people same night as killing   https://t.co/o1RQVrbkAS #Toronto #TOpoli #Crime #security #Police #cops #Investigation #Murder #Manslaughter #homicide #stabbing #Teengirls #Teenagers #Teens #girls #TTC #assault #Minors,en,[],['https://www.1news.co.nz/2023/01/12/canada-girls-assaulted-people-same-night-as-killing-police/'],[],0,0,0,"['toronto', 'topoli', 'crime', 'security', 'police', 'cops', 'investigation', 'murder', 'manslaughter', 'homicide', 'stabbing', 'teengirls', 'teenagers', 'teens', 'girls', 'ttc', 'assault', 'minors']",[],https://twitter.com/HitechguruS/status/1613456668083224576,False,,0,,,,,,,,[],,,,
1613306961897848834,1613306961897848834,2023-01-11 22:48:48 UTC,2023-01-11,22:48:48,+0000,2768130137,fil_martino,Fil Martino,,Police are looking for victims of alleged assaults by teen girls on the TTC in December. They have not confirmed if the incidents are linked to the death of a man who died after an alleged swarming-style stabbing by a group of teenage girls.  @CityNewsTO    https://t.co/Egz0JO3Jxx,en,"[{'screen_name': 'citynewsto', 'name': 'citynews toronto', 'id': '12993222'}]",['http://toronto.citynews.ca/listenlive'],[],0,0,0,[],[],https://twitter.com/fil_martino/status/1613306961897848834,False,,0,,,,,,,,[],,,,
1613093878071959554,1613093878071959554,2023-01-11 08:42:05 UTC,2023-01-11,08:42:05,+0000,886451137494360064,mytransit_to,MyTransit Toronto,,Unidentified man sought for 'stranger stabbing' on bus in Mississauga - Toronto Sun:  https://t.co/1a6Xvepgxb #TTC #GoTransit #GoTrain #GoBus #Transit #Toronto #Transportation,en,[],['https://torontosun.com/news/local-news/unidentified-man-sought-for-stranger-stabbing-on-bus-in-mississauga'],[],0,0,2,"['ttc', 'gotransit', 'gotrain', 'gobus', 'transit', 'toronto', 'transportation']",[],https://twitter.com/MyTransit_TO/status/1613093878071959554,False,,0,,,,,,,,[],,,,
1613093790012637184,1613093790012637184,2023-01-11 08:41:44 UTC,2023-01-11,08:41:44,+0000,886451137494360064,mytransit_to,MyTransit Toronto,,Unidentified man sought for 'stranger stabbing' on bus in Mississauga - Toronto Sun  https://t.co/1a6Xvepgxb #Toronto #Transit #TTC #GoTransit #GoTrain #GoBus #Transportation,en,[],['https://torontosun.com/news/local-news/unidentified-man-sought-for-stranger-stabbing-on-bus-in-mississauga'],[],0,0,1,"['toronto', 'transit', 'ttc', 'gotransit', 'gotrain', 'gobus', 'transportation']",[],https://twitter.com/MyTransit_TO/status/1613093790012637184,False,,0,,,,,,,,[],,,,
1612861822427697174,1612861822427697174,2023-01-10 17:19:58 UTC,2023-01-10,17:19:58,+0000,1006738609,canadianhispani,Alicia Galarza,,"Boy, 14, charged in TTC bus driver stabbing #toronto #canada #bhivenectar #bhivelabs #nectarsocial  https://t.co/xzt9RZT53a",en,[],['https://bhive.nectar.social/xnbbba'],[],0,0,0,"['toronto', 'canada', 'bhivenectar', 'bhivelabs', 'nectarsocial']",[],https://twitter.com/CanadianHispani/status/1612861822427697174,False,,0,,,,,,,,[],,,,
1611132633219571713,1611040733502312450,2023-01-05 22:48:47 UTC,2023-01-05,22:48:47,+0000,1109911422983643136,al11898081,Al,,@SueAnnLevy All this sounds so great... until the next stabbing our outage at the TTC.  The only question I have for @JohnTory is... what happened to the SmartTrack?,en,"[{'screen_name': 'johntory', 'name': 'john tory', 'id': '89760824'}]",[],[],0,0,1,[],[],https://twitter.com/Al11898081/status/1611132633219571713,False,,0,,,,,,,,"[{'screen_name': 'SueAnnLevy', 'name': 'Sue-Ann Levy', 'id': '64756008'}]",,,,
1610673034653831175,1610336842909470723,2023-01-04 16:22:30 UTC,2023-01-04,16:22:30,+0000,1570184628442374146,cdxx__,CDXX,,@theaaronbinder @JohnTory I'd love to see social workers tackle a man with a knife stabbing people on the TTC.,en,[],[],[],0,0,0,[],[],https://twitter.com/CDXX__/status/1610673034653831175,False,,0,,,,,,,,"[{'screen_name': 'theaaronbinder', 'name': 'Aaron Binder', 'id': '102437190'}, {'screen_name': 'JohnTory', 'name': 'John Tory', 'id': '89760824'}]",,,,
1609258623435153408,1609258623435153408,2022-12-31 18:42:09 UTC,2022-12-31,18:42:09,+0000,886451137494360064,mytransit_to,MyTransit Toronto,,Unidentified man sought for 'stranger stabbing' on bus in Mississauga - Toronto Sun:  https://t.co/1a6Xvepgxb #TTC #GoTransit #GoTrain #GoBus #Transit #Toronto #Transportation,en,[],['https://torontosun.com/news/local-news/unidentified-man-sought-for-stranger-stabbing-on-bus-in-mississauga'],[],0,0,0,"['ttc', 'gotransit', 'gotrain', 'gobus', 'transit', 'toronto', 'transportation']",[],https://twitter.com/MyTransit_TO/status/1609258623435153408,False,,0,,,,,,,,[],,,,
1609247149069410304,1609247149069410304,2022-12-31 17:56:33 UTC,2022-12-31,17:56:33,+0000,886451137494360064,mytransit_to,MyTransit Toronto,,Unidentified man sought for 'stranger stabbing' on bus in Mississauga - Toronto Sun  https://t.co/1a6Xvepgxb #Toronto #Transit #TTC #GoTransit #GoTrain #GoBus #Transportation,en,[],['https://torontosun.com/news/local-news/unidentified-man-sought-for-stranger-stabbing-on-bus-in-mississauga'],[],0,0,0,"['toronto', 'transit', 'ttc', 'gotransit', 'gotrain', 'gobus', 'transportation']",[],https://twitter.com/MyTransit_TO/status/1609247149069410304,False,,0,,,,,,,,[],,,,
1609233825585893382,1609233825585893382,2022-12-31 17:03:36 UTC,2022-12-31,17:03:36,+0000,1006738609,canadianhispani,Alicia Galarza,,TTC bus driver seriously hurt in stabbing following fare dispute #toronto #canada #bhivenectar #bhivelabs #nectarsocial  https://t.co/TgWF71DSVb,en,[],['https://bhive.nectar.social/erDj8N'],[],1,0,0,"['toronto', 'canada', 'bhivenectar', 'bhivelabs', 'nectarsocial']",[],https://twitter.com/CanadianHispani/status/1609233825585893382,False,,0,,,,,,,,[],,,,
1608989134475124737,1608840062288146435,2022-12-31 00:51:17 UTC,2022-12-31,00:51:17,+0000,831172800878637056,donnampowers3,Donna M.Powers,,"@ontarioisproud Disgrace,no one is safe,home invasions&amp; cars stolen at gun point,TTC &amp; subway stabbing,POLICE are gunned down.BILLIONS funded to Communist countries,millions of unvetted,unskilled immigrants are flooding cities,health care has crumbled,Highest taxes &amp; inflation.TRUDEAU &amp; J SINGH!",en,[],[],[],0,0,0,[],[],https://twitter.com/DonnaMPowers3/status/1608989134475124737,False,,0,,,,,,,,"[{'screen_name': 'ontarioisproud', 'name': 'Ontario Proud', 'id': '833666870020562944'}]",,,,
1608851041935564803,1608851041935564803,2022-12-30 15:42:34 UTC,2022-12-30,15:42:34,+0000,886451137494360064,mytransit_to,MyTransit Toronto,,'We love you': Memorial for Toronto subway stabbing victim grows - CTV News Toronto:  https://t.co/rjgSXuFiK4 #TTC #GoTransit #GoTrain #GoBus #Transit #Toronto #Transportation,en,[],['https://toronto.ctvnews.ca/we-love-you-memorial-for-toronto-subway-stabbing-victim-grows-1.6194992'],[],0,0,0,"['ttc', 'gotransit', 'gotrain', 'gobus', 'transit', 'toronto', 'transportation']",[],https://twitter.com/MyTransit_TO/status/1608851041935564803,False,,0,,,,,,,,[],,,,
1608839559894245378,1608839559894245378,2022-12-30 14:56:56 UTC,2022-12-30,14:56:56,+0000,886451137494360064,mytransit_to,MyTransit Toronto,,'We love you': Memorial for Toronto subway stabbing victim grows - CTV News Toronto  https://t.co/rjgSXuFiK4 #Toronto #Transit #TTC #GoTransit #GoTrain #GoBus #Transportation,en,[],['https://toronto.ctvnews.ca/we-love-you-memorial-for-toronto-subway-stabbing-victim-grows-1.6194992'],[],0,0,0,"['toronto', 'transit', 'ttc', 'gotransit', 'gotrain', 'gobus', 'transportation']",[],https://twitter.com/MyTransit_TO/status/1608839559894245378,False,,0,,,,,,,,[],,,,
1605982200268193792,1605982200268193792,2022-12-22 17:42:48 UTC,2022-12-22,17:42:48,+0000,886451137494360064,mytransit_to,MyTransit Toronto,,'We love you': Memorial for Toronto subway stabbing victim grows - CP24:  https://t.co/KFOz99xkZm #TTC #GoTransit #GoTrain #GoBus #Transit #Toronto #Transportation,en,[],['https://www.cp24.com/news/we-love-you-memorial-for-toronto-subway-stabbing-victim-grows-1.6195037'],[],0,0,0,"['ttc', 'gotransit', 'gotrain', 'gobus', 'transit', 'toronto', 'transportation']",[],https://twitter.com/MyTransit_TO/status/1605982200268193792,False,,0,,,,,,,,[],,,,
1605974422187384833,1605974422187384833,2022-12-22 17:11:54 UTC,2022-12-22,17:11:54,+0000,886451137494360064,mytransit_to,MyTransit Toronto,,'We love you': Memorial for Toronto subway stabbing victim grows - CP24  https://t.co/KFOz99xkZm #Toronto #Transit #TTC #GoTransit #GoTrain #GoBus #Transportation,en,[],['https://www.cp24.com/news/we-love-you-memorial-for-toronto-subway-stabbing-victim-grows-1.6195037'],[],0,0,0,"['toronto', 'transit', 'ttc', 'gotransit', 'gotrain', 'gobus', 'transportation']",[],https://twitter.com/MyTransit_TO/status/1605974422187384833,False,,0,,,,,,,,[],,,,
1605638277742174208,1605203612950581248,2022-12-21 18:56:11 UTC,2022-12-21,18:56:11,+0000,1511512045279232004,johnbatista528,John Batista,,@TheSomaliAnchor Which TTC assault? In the stabbing incident at High Park station last week the police arrested a 52 year old man.,en,[],[],[],0,0,0,[],[],https://twitter.com/JohnBatista528/status/1605638277742174208,False,,0,,,,,,,,"[{'screen_name': 'TheSomaliAnchor', 'name': '⚓️⚓️', 'id': '4415623894'}]",,,,
1605422109882306560,1604934127328710656,2022-12-21 04:37:12 UTC,2022-12-21,04:37:12,+0000,820802706,andreat_xue,Andrea Torres,,"@Penalosa_G I decided to avoid as much TTC and use my car. Not save anymore after an every day headline of stabbing, pushing, dumping acid. I rather paid the overpriced parking.",en,[],[],[],0,0,0,[],[],https://twitter.com/AndreaT_xue/status/1605422109882306560,False,,0,,,,,,,,"[{'screen_name': 'Penalosa_G', 'name': 'Cities4Everyone Gil Penalosa', 'id': '109315305'}]",,,,
1605313000520515584,1605291105100042240,2022-12-20 21:23:39 UTC,2022-12-20,21:23:39,+0000,1601568638888189953,danielf12315057,Daniel Franklin,,"@jpags It’s not safe. @FIFAWorldCup avoid Canada. Lots of stabbing deaths here. TTC is not safe, condos are not safe and streets are not safe. Cancel FIFA and any international sports in Canada.",en,"[{'screen_name': 'fifaworldcup', 'name': 'fifa world cup', 'id': '138372303'}]",[],[],1,0,0,[],[],https://twitter.com/DanielF12315057/status/1605313000520515584,False,,0,,,,,,,,"[{'screen_name': 'jpags', 'name': 'Jennifer Pagliaro', 'id': '17948003'}]",,,,
1604989962847490051,1604989961316585472,2022-12-20 00:00:01 UTC,2022-12-20,00:00:01,+0000,1579522749273341955,crimetoronto,Crime in Toronto,,"2. Four #TTC riders were assaulted over the weekend. The series follows a spate of violent incidents on Toronto's subway system, including a string of robberies last week and the fatal stabbing of Vanessa Kurpiewska at High Park Station.",en,[],[],[],1,0,0,['ttc'],[],https://twitter.com/CrimeToronto/status/1604989962847490051,False,,0,,,,,,,,[],,,,
1604983627577794562,1604983627577794562,2022-12-19 23:34:50 UTC,2022-12-19,23:34:50,+0000,3285590859,mandyxlev,Amanda,,"ANOTHER stabbing against a woman on the ttc what the fuck , Ontario isn’t safe anymore.",en,[],[],[],1,0,3,[],[],https://twitter.com/MandyxLev/status/1604983627577794562,False,,0,,,,,,,,[],,,,
1604547071964434432,1604102806297841665,2022-12-18 18:40:07 UTC,2022-12-18,18:40:07,+0000,1564002415090728962,william35988256,Williams,,@alandrummond2 Why police didn't search his house for guns? What is your point here? the incompetence of the Police in this case? Why  didn't you say anything about the  girl stabbed to death on TTC station last week? If you die by stabbing are you less dead? Shut up!!,en,[],[],[],0,0,4,[],[],https://twitter.com/William35988256/status/1604547071964434432,False,,0,,,,,,,,"[{'screen_name': 'alandrummond2', 'name': 'alan drummond', 'id': '492736486'}]",,,,
